id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
563;492;NCT01922206;1;1;33705165;01.02.2021;;14.01.2020;02.08.2013;NA;Interventional;Not Applicable;362;Completed;Maternal HIV: Trial to Assist Disclosure to Children;2013-03-01T00:00:00Z;2019-11-01T00:00:00Z;2017-11-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2019;2017;UCLA;;Stefanie
1017;746;NCT02585336;1;1;33778854;27.10.2021;;20.01.2021;21.10.2015;NA;Interventional;Not Applicable;214;Completed;Changes in Sugar-sweetened Beverage Intake and Metabolic Health: Improving Metabolic Profile Very Effortlessly;2015-07-28T00:00:00Z;2016-10-16T00:00:00Z;2016-10-16T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSF;;Stefanie
1011;740;NCT02535455;1;3;33790528;16.04.2019;;17.06.2020;20.08.2015;NA;Interventional;Not Applicable;10;Completed;Acceptance and Compassion to Enhance Self-care Pilot;2015-08-01T00:00:00Z;2016-12-31T00:00:00Z;2016-12-31T00:00:00Z;FALSE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSF;;Nicole
402;311;NCT02205307;1;1;33872284;01.08.2021;;22.06.2020;29.07.2014;11.05.2020;Interventional;Not Applicable;347;Terminated;A Study Assessing Perfusion Outcomes With PINPOINTÂ® Near Infrared Fluorescence Imaging in Low Anterior Resection;2015-01-01T00:00:00Z;2017-05-01T00:00:00Z;2017-05-01T00:00:00Z;TRUE;Randomized;None (Open Label);INDUSTRY;TRUE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;UCI;;Susanne
971;703;NCT02106767;1;3;33880760;16.05.2021;;21.01.2020;03.04.2014;NA;Interventional;Phase 1;16;Completed;The Effects of Rifampin on the Pharmacokinetics of Rosuvastatin;2014-11-01T00:00:00Z;2016-08-07T00:00:00Z;2016-08-07T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCSF;;Emmanuel
752;44;NCT01383174;1;1;33937611;26.04.2021;;03.01.2019;03.06.2011;05.05.2015;Interventional;Not Applicable;151;Completed;Nuevo Amanecer: Promoting the Psychosocial Health of Latinas;2011-02-01T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCSF;;Samruddhi
80;153;NCT02021812;1;3;33940079;30.04.2021;;15.09.2021;13.12.2013;07.07.2017;Interventional;Not Applicable;31;Active, not recruiting;Feasibility Study for GOREÂ® TAGÂ® Thoracic Branch Endoprosthesis to Treat Proximal Descending Thoracic Aortic Aneurysms;2014-01-01T00:00:00Z;2022-04-01T00:00:00Z;2016-08-01T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2022;2016;Stanford;;Susanne
618;545;NCT04598100;1;3;33963489;07.05.2021;;16.10.2020;01.10.2020;NA;Interventional;Not Applicable;199;Completed;Promoting Resiliency in Veteran Families With Young Children;2014-04-03T00:00:00Z;2018-06-30T00:00:00Z;2017-01-18T00:00:00Z;FALSE;Randomized;Double;OTHER;TRUE;University of California, Los Angeles, Semel Institute;NA;NA;NA;NA;University of California, Los Angeles, Semel Institute;NA;NA;NA;2020;2014;2018;2017;UCLA;;Samruddhi
344;394;NCT02084979;1;1;33993104;20.07.2021;;10.06.2019;10.03.2014;NA;Interventional;Not Applicable;185;Completed;A Controlled Trial of Patient Centered Telepsychiatry Interventions;2014-04-01T00:00:00Z;2019-04-29T00:00:00Z;2017-12-31T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Professor UC Davis;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2019;2017;UCD;;Mario
335;385;NCT01923337;1;1;33993383;15.05.2021;;02.01.2019;13.08.2013;NA;Interventional;Phase 1;17;Completed;Irinotecan and Alisertib in Treating Patients With Advanced Solid Tumors or Colorectal Cancer;2013-08-01T00:00:00Z;2016-10-17T00:00:00Z;2016-10-17T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;UC Davis Comprehensive Cancer Center;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2016;UCD;;Samruddhi
584;513;NCT02256865;1;1;34043794;18.08.2021;first reported trial has sample size deviation with different outcome than registry;11.03.2022;22.09.2014;NA;Interventional;Early Phase 1;40;Active, not recruiting;Hormonal Mechanisms of Sleep Restriction;2014-10-01T00:00:00Z;2023-10-01T00:00:00Z;2017-11-01T00:00:00Z;FALSE;Randomized;Triple;OTHER;FALSE;Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2023;2017;UCLA;;Samruddhi
645;215;NCT03158012;1;1;34132739;16.06.2021;;18.10.2019;09.05.2017;21.08.2018;Interventional;Phase 1;15;Completed;Evaluation of the Efficacy of an Autologous Microbiome Transplant in Adult Atopic Dermatitis Patients;2016-04-01T00:00:00Z;2018-08-01T00:00:00Z;2017-12-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;UCSD School of Medicine;NA;NA;NA;NA;NA;NA;NA;NA;2017;2016;2018;2017;UCSD;;Nicole
728;583;NCT02254902;1;3;34153979;15.09.2021;possiby this one - could not access full text - https://pubmed.ncbi.nlm.nih.gov/34153979/ - confirmed now after DC;11.05.2016;29.09.2014;NA;Interventional;Not Applicable;27;Terminated;Physical Activity and Education Program for Somali Women;2014-09-01T00:00:00Z;2015-12-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;UCSD;;Mario
991;720;NCT02315690;1;1;34193475;01.06.2021;;30.08.2021;08.12.2014;NA;Interventional;Phase 3;4000;Completed;Evaluation of Reactive Focal Mass Drug Administration for Malaria Elimination in Swaziland;2015-09-01T00:00:00Z;2017-07-01T00:00:00Z;2017-07-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;UTSW, UCSF;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;UCSF;;Susanne
802;204;NCT01781975;1;1;34214479;29.06.2021;;10.02.2020;17.01.2013;25.05.2018;Interventional;Phase 2;67;Completed;Imatinib Treatment in Recent Onset Type 1 Diabetes Mellitus;2014-01-01T00:00:00Z;2018-05-01T00:00:00Z;2017-05-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2018;2017;UCSF;;Mario
320;370;NCT01592682;1;1;34300133;20.07.2021;;01.06.2015;26.04.2012;NA;Interventional;Not Applicable;410;Completed;Creating Smokefree Living Together for Chinese Household Pairs;2012-04-01T00:00:00Z;2015-05-01T00:00:00Z;2015-05-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2015;2015;UCD;;Susanne
81;154;NCT02264977;1;2;34318189;16.01.2021;;07.02.2022;08.10.2014;07.07.2017;Interventional;Not Applicable;9;Active, not recruiting;Early Feasibility of the Branched TAGÂ® Device in the Treatment of Aortic Arch Aneurysms;2015-04-01T00:00:00Z;2022-04-01T00:00:00Z;2016-07-01T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2022;2016;Stanford;;Nicole
637;174;NCT01601626;1;2;34398956;16.08.2021;;07.02.2018;16.05.2012;10.01.2018;Interventional;Phase 2;71;Terminated;Rifampin-Based Tuberculosis Treatment Versus Rifabutin-Based Tuberculosis Treatment in Persons With HIV;2013-07-13T00:00:00Z;2017-06-28T00:00:00Z;2017-01-19T00:00:00Z;TRUE;Randomized;None (Open Label);NETWORK;TRUE;NA;NA;NA;University of California, San Diego;NA;NA;NA;NA;NA;2012;2013;2017;2017;UCSD;;Nicole
619;546;NCT04710095;1;1;34429151;24.08.2021;;20.01.2021;12.01.2021;NA;Interventional;Not Applicable;60;Completed;Perceived Alcohol Rewards and Risks Study;2015-11-13T00:00:00Z;2017-04-05T00:00:00Z;2017-04-05T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2021;2015;2017;2017;UCLA;;Mario
784;151;NCT02417233;1;1;34435440;01.08.2021;;17.11.2017;12.12.2014;27.06.2017;Interventional;Not Applicable;756;Completed;Engagement to Care South Africa;2014-10-01T00:00:00Z;2016-06-01T00:00:00Z;2016-06-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCSF;;Nicole
576;505;NCT02122068;1;2;34498016;29.05.2021;comparison group changed (waiting list instead of relaxation cd);19.01.2021;16.04.2014;NA;Interventional;Not Applicable;26;Completed;Meditation for Dementia Caregivers Major Depressive Disorder in Family Dementia Caregivers;2014-04-01T00:00:00Z;2015-09-01T00:00:00Z;2015-09-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;UCLA;;Susanne
349;399;NCT02289859;1;1;34546436;21.09.2021;;17.07.2017;10.11.2014;NA;Interventional;Not Applicable;50;Completed;Undermining During Cutaneous Wound Closure;2014-05-01T00:00:00Z;2016-07-01T00:00:00Z;2016-04-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCD;;Samruddhi
732;587;NCT02330744;1;1;34643736;13.10.2021;;31.08.2017;24.12.2014;NA;Interventional;Not Applicable;40;Completed;The Neurobiology of Approach Avoidance Training in Depression;2014-07-01T00:00:00Z;2017-07-01T00:00:00Z;2017-04-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2017;2017;UCSD;;Emmanuel
398;187;NCT01882985;1;2;34649352;24.09.2021;;30.12.2020;18.06.2013;02.03.2018;Interventional;Phase 2;14;Completed;Docetaxel Plus Lycopene in Castration Resistant, Chemotherapy-NaÃ¯ve Prostate Cancer Patients;2010-12-01T00:00:00Z;2016-10-01T00:00:00Z;2016-10-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2013;2010;2016;2016;UCI;;Stefanie
150;299;NCT00928226;1;1;34670228;01.11.2021;;10.01.2020;23.06.2009;12.12.2019;Interventional;Not Applicable;56;Completed;Study of Fractionated Stereotactic Radiosurgery to Treat Large Brain Metastases;2009-04-01T00:00:00Z;2019-12-01T00:00:00Z;2017-10-31T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2019;2017;Stanford;;Emmanuel
854;332;NCT01687673;1;1;34950179;06.09.2021;;12.11.2020;11.09.2012;21.10.2020;Interventional;Phase 2;29;Completed;Phase II Combination of Temsirolimus and Sorafenib in Advanced Hepatocellular Carcinoma;2012-10-05T00:00:00Z;2020-01-09T00:00:00Z;2016-04-26T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;University of California, San Francisco;NA;NA;NA;NA;NA;2012;2012;2020;2016;UCSF;;Mario
560;489;NCT01884233;1;2;34979421;25.12.2021;;22.04.2022;24.05.2013;NA;Interventional;Not Applicable;62;Completed;Cell Phone Technology Targeting ART Adherence and Drug Use;2012-12-01T00:00:00Z;2016-01-01T00:00:00Z;2016-01-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2012;2016;2016;UCLA;;Samruddhi
976;707;NCT02139722;1;1;34993863;06.01.2022;;17.07.2020;06.05.2014;NA;Interventional;Not Applicable;431;Completed;Patient-Centered Care and Asian Americans;2014-01-02T00:00:00Z;2017-07-30T00:00:00Z;2017-05-28T00:00:00Z;FALSE;Randomized;Double;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2017;2017;UCSF;;Mario
564;493;NCT01937936;1;1;35382758;05.04.2022;;26.10.2016;04.09.2013;NA;Interventional;Not Applicable;50;Completed;Heart Failure Caregiver Study;2013-09-01T00:00:00Z;2015-05-01T00:00:00Z;2015-05-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2015;UCLA;;Samruddhi
376;424;NCT03526081;1;1;35452808;01.04.2022;;21.05.2019;03.05.2018;NA;Interventional;Not Applicable;17;Completed;Absorption, Metabolism and Excretion of Apigenin and Apigenin Glycosides;2015-01-20T00:00:00Z;2016-07-30T00:00:00Z;2016-07-30T00:00:00Z;FALSE;Non-Randomized;Single;OTHER;TRUE;UC Davis;NA;NA;NA;NA;NA;NA;NA;NA;2018;2015;2016;2016;UCD;;Stefanie
1016;745;NCT02577575;1;2;35755629;19.09.2020;;17.05.2019;29.09.2015;NA;Interventional;Early Phase 1;120;Completed;Adult Oxytocin Study;2010-08-01T00:00:00Z;2015-11-01T00:00:00Z;2015-11-01T00:00:00Z;FALSE;Randomized;Double;OTHER;TRUE;University of California San Francisco, San Francisco Veterans Affairs Medical Center;NA;NA;NA;NA;NA;NA;NA;NA;2015;2010;2015;2015;UCSF;;Mario
862;346;NCT00905060;1;1;28193626;13.02.2017;;23.03.2021;18.05.2009;25.02.2021;Interventional;Phase 2;70;Completed;HSPPC-96 Vaccine With Temozolomide in Patients With Newly Diagnosed GBM;2009-06-29T00:00:00Z;2014-06-03T00:00:00Z;2014-06-03T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;2014;UCSF;;Stefanie
158;345;NCT01970007;2;3;10.1016/j.jvir.2021.03.097;01.05.2021;section snippet, abstract with matching PICO. And Trial-ID. Slides found by susanne no permanent link.;12.03.2021;22.10.2013;03.02.2021;Interventional;Not Applicable;243;Completed;VIVO Clinical Study;2013-12-13T00:00:00Z;2019-11-20T00:00:00Z;2017-11-20T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2019;2017;Stanford;;Susanne
918;651;NCT01709773;2;3;10.1016/j.ygyno.2017.07.055;01.10.2017;"only this one found; https://www.gynecologiconcology-online.net/article/S0090-8258(17)31072-7/fulltext, is a conference abstract and unsure whether it fits. It compares 3 treatment (registry: only one), maybe combines different trials, anywhay not a full publication to count";16.02.2018;15.10.2012;NA;Interventional;Not Applicable;20;Completed;Focal Ablation of Cervical Precancer;2013-01-17T00:00:00Z;2014-05-26T00:00:00Z;2014-04-11T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2014;2014;UCSF;;Susanne
594;522;NCT02394054;1;2;10.1017/S0033291721004104;15.10.2021;publication combines 3 trial;08.08.2017;22.01.2015;NA;Interventional;Early Phase 1;84;Completed;Vasopressin and the Social Brain;2015-01-01T00:00:00Z;2016-07-01T00:00:00Z;2016-07-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCLA;;Nicole
977;708;NCT02141828;1;2;10.1182/blood.V128.22.2780.2780;;is a poster abstract but exceeding 500 words;07.05.2020;11.05.2014;NA;Interventional;Phase 1;18;Completed;A Phase 1 Dose Escalation and Expanded Cohort Study of EPZ-5676 in the Treatment of Pediatric Patients With Relapsed/Refractory Leukemias Bearing a Rearrangement of the MLL Gene;2014-05-01T00:00:00Z;2016-06-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCSF;;Susanne
680;310;NCT01098422;2;3;10.1200/jco.2012.30.15_suppl.e14079;20.05.2012;;02.08.2021;01.04.2010;06.05.2020;Interventional;Not Applicable;10;Terminated;A Study of Yttrium-90 Radioactive Resin Microspheres to Treat Colorectal Adenocarcinoma Metastatic to the Liver;2010-01-01T00:00:00Z;2015-02-01T00:00:00Z;2015-02-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2015;2015;UCSD;;Mario
870;606;NCT00734682;2;3;10.1200/jco.2015.33.15_suppl.2029;20.05.2015;Not available on pubmed & only able to access the abstract;05.01.2015;13.08.2008;NA;Interventional;Phase 1;34;Completed;A Phase I Trial of Nanoliposomal CPT-11 (NL CPT-11) in Patients With Recurrent High-Grade Gliomas;2008-08-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2008;2008;2014;2014;UCSF;;Nicole
845;315;NCT01466972;2;2;10.1200/jco.2015.33.15_suppl.529;20.05.2015;;07.07.2020;25.10.2011;27.05.2020;Interventional;Phase 2;30;Completed;Reversing Hormone Resistance in Advanced Breast Cancer With Pazopanib;2012-04-27T00:00:00Z;2019-10-02T00:00:00Z;2015-12-07T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;NA;NA;NA;University of California, San Francisco;NA;NA;NA;NA;NA;2011;2012;2019;2015;UCSF;;Samruddhi
899;634;NCT01478178;2;3;10.1200/JCO.2016.34.15_suppl.2063;20.05.2016;Not available on pubmed & only able to access the abstract;19.01.2017;14.11.2011;NA;Interventional;Phase 1/Phase 2;55;Completed;Safety Study of VAL-083 in Patients With Recurrent Malignant Glioma;2011-10-01T00:00:00Z;2016-10-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;University of California, San Francisco, 94143, USA;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;2015;UCSF;;Nicole
465;156;NCT02093962;2;2;10.1200/JCO.2016.34.15_suppl.9075;20.05.2016;abstrACT CONFERENCE,TRIAL DISCONTINUES;23.03.2021;18.03.2014;13.07.2017;Interventional;Phase 2;265;Terminated;Study of TH-302 or Placebo in Combination With Pemetrexed in Patients With Non-squamous Non-small Cell Lung Cancer;2014-06-01T00:00:00Z;2016-05-01T00:00:00Z;2016-04-01T00:00:00Z;TRUE;Randomized;Triple;INDUSTRY;TRUE;UCLA-Dept of Medicine a Div of Hem/Onc;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;UCLA;;Mario
1009;738;NCT02508441;2;2;10.1200/JCO.2018.36.15_suppl.2557;01.06.2018;Not available on pubmed & only able to access the abstract;16.10.2018;15.07.2015;NA;Interventional;Phase 1;22;Terminated;Phase 1 Safety and Tolerability Study of Andes-1537 for Injection in Patients With Advanced Unresectable Solid Tumors;2015-12-08T00:00:00Z;2017-11-13T00:00:00Z;2017-11-13T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2017;UCSF;;Nicole
834;290;NCT02918357;2;2;10.1200/JCO.2018.36.6_suppl.236;26.02.2018;only conference abstract: 10.1200/JCO.2018.36.6_suppl.236;27.11.2019;27.09.2016;30.09.2019;Interventional;Phase 2/Phase 3;385;Completed;Gallium-68 PSMA-11 PET in Patients With Biochemical Recurrence;2016-09-15T00:00:00Z;2017-09-21T00:00:00Z;2017-09-21T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;2017;UCSF;;Susanne
339;389;NCT02022345;2;3;"Bommer W. The percutaneous coronary intervention California audit monitored pilot with offsite surgery (PCI-CAMPOS) outcomes in 153,950 patients in hospitals with and without onsite cardiac surgery. Presented at: American College of Cardiology Annual Scientific Session; March 29, 2014; Washington, DC.";29.03.2014;slides;24.05.2017;17.12.2013;NA;Interventional;Not Applicable;5609;Completed;Safety and Efficacy of PCI at California Hospitals Without Onsite Cardiac Surgery;2010-08-01T00:00:00Z;2015-02-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;TRUE;UC Davis Health System;NA;NA;NA;NA;NA;NA;NA;NA;2013;2010;2015;2014;UCD;;Emmanuel
931;663;NCT01823978;2;3;https://ascopubs.org/doi/10.1200/jco.2014.32.15_suppl.tps3132;20.05.2014;meeting abstract, less than 500 words;04.10.2019;21.03.2013;NA;Interventional;Phase 1;19;Completed;Safety Study of BPX-201 Dendritic Cell Vaccine Plus AP1903 in Metastatic Castrate Resistent Prostate Cancer;2013-04-01T00:00:00Z;2017-09-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2017;2016;UCSF;;Emmanuel
936;668;NCT01841463;2;2;https://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.9076;20.05.2015;conference abstract;03.09.2014;17.04.2013;NA;Interventional;Phase 1;100;Suspended;Study of an Oral Cdk Inhibitor Administered With an Oral BRAF Inhibitor in Patients With Advanced or Inoperable Malignant Melanoma With BRAF Mutation;2013-08-01T00:00:00Z;2016-03-01T00:00:00Z;2015-03-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;UCSF Medical Center at Mount Zion;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;2015;UCSF;;Nicole
336;386;NCT01924260;2;3;https://ascopubs.org/doi/abs/10.1200/JCO.2020.38.15_suppl.3589;20.05.2020;;06.04.2021;13.08.2013;NA;Interventional;Phase 1;26;Completed;Alisertib and Gemcitabine Hydrochloride in Treating Patients With Solid Tumors or Pancreatic Cancer;2013-08-09T00:00:00Z;2017-02-08T00:00:00Z;2017-02-08T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;UC Davis Comprehensive Cancer Center;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2017;2017;UCD;;Emmanuel
319;369;NCT01564381;1;3;https://doi.org/10.1016/j.phanu.2016.05.002;01.07.2016;;13.07.2017;22.02.2012;NA;Interventional;Phase 1/Phase 2;64;Completed;Effects of Resveratrol Supplements on Vascular Health in Postmenopausal Women;2012-03-01T00:00:00Z;2015-03-01T00:00:00Z;2015-03-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2015;2015;UCD;;Mario
858;338;NCT01292252;2;3;https://doi.org/10.1016/j.spinee.2019.05.184;01.09.2019;;29.04.2021;07.02.2011;08.12.2020;Interventional;Phase 4;36;Completed;Use of Forteo (Teriparatide) in Posterolateral Lumbar Spine Fusion;2011-08-01T00:00:00Z;2016-12-01T00:00:00Z;2015-12-01T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;University of California, San Francisco;NA;NA;NA;2011;2011;2016;2015;UCSF;;Mario
499;316;NCT02589067;2;3;https://doi.org/10.1093%2Fofid%2Fofy210.1973;26.11.2018;conference abstract;03.12.2020;20.10.2015;15.06.2020;Interventional;Phase 2;67;Completed;Decolonization of the Oropharynx, an Important and Neglected Reservoir of S. Aureus Colonization;2015-10-01T00:00:00Z;2017-11-01T00:00:00Z;2017-10-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2017;UCLA;;Samruddhi
719;574;NCT02067156;2;3;https://doi.org/10.1093/neuonc/nov206.18;09.11.2015;;22.02.2017;16.02.2014;NA;Interventional;Phase 2;26;Completed;Efficacy, Safety and CNS Exposure of G-202 (Mipsagargin) in Patients With Recurrent or Progressive Glioblastoma;2014-02-01T00:00:00Z;2017-02-01T00:00:00Z;2016-12-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;FALSE;University of California, San Diego Moores Cancer Center;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2017;2016;UCSD;;Mario
400;214;NCT02320812;2;2;https://iovs.arvojournals.org/article.aspx?articleid=2690954;Jul 18;abstract: https://iovs.arvojournals.org/article.aspx?articleid=2690954;04.03.2019;16.12.2014;07.08.2018;Interventional;Phase 1/Phase 2;28;Completed;Safety of a Single, Intravitreal Injection of Human Retinal Progenitor Cells (jCell) in Retinitis Pigmentosa;2015-06-01T00:00:00Z;2017-07-19T00:00:00Z;2017-07-19T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;Gavin Herbert Eye Institute, UCI, Irvine, CA;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;UCI;;Samruddhi
756;54;NCT01562132;2;3;https://onlinelibrary.wiley.com/doi/pdf/10.1111/myc.12196;15.05.2014;poster - https://onlinelibrary.wiley.com/doi/pdf/10.1111/myc.12196;01.09.2021;21.03.2012;31.07.2015;Interventional;Phase 2;6;Terminated;Safety Study of Fluconazole in Combination With Flucytosine for the Treatment of Early Cryptococcal Infection;2013-09-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2014;2014;UCSF;;Nicole
935;667;NCT01841307;2;3;https://patents.google.com/patent/US20140194503;;Terminated with interim analysis;12.02.2019;23.04.2013;NA;Interventional;Phase 1;16;Terminated;Cromolyn Detection of Silent Aspiration;2015-07-01T00:00:00Z;2017-09-01T00:00:00Z;2017-03-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2013;2015;2017;2017;UCSF;;Samruddhi
