id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
;118;NCT02604173;1;1;28668540;28.06.2017;;21.11.2018;06.11.2015;23.09.2017;Interventional;Phase 3;103;Completed;Altitude Sickness Prevention and Efficacy of Comparative Treatments;2016-08-01T00:00:00Z;2016-09-01T00:00:00Z;2016-09-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2016;2016;;Stanford;;First Stanford Sample
;123;NCT02933476;1;1;24976001;28.06.2014;;22.01.2018;08.07.2016;06.12.2017;Interventional;Not Applicable;6;Completed;Vibrotactile Stimulation in Parkinson's Disease;2016-05-01T00:00:00Z;2016-11-01T00:00:00Z;2016-11-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2016;;Stanford;;First Stanford Sample
;124;NCT02310789;1;1;30389955;02.11.2018;;21.12.2018;03.09.2014;12.12.2017;Interventional;Not Applicable;8;Completed;(Study: Vertex IIS) Does Ivacaftor Alter Wild Type CFTR-Open Probability In The Sweat Gland Secretory Coil?;2015-07-31T00:00:00Z;2017-08-23T00:00:00Z;2016-08-02T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;;Stanford;;First Stanford Sample
;125;NCT01990313;1;1;27553876;21.08.2016;;22.01.2018;06.11.2013;15.12.2017;Interventional;Not Applicable;15;Completed;Neural Signatures of Parkinson's Disease;2013-10-01T00:00:00Z;2016-11-01T00:00:00Z;2016-11-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;;Stanford;;First Stanford Sample
;130;NCT02280863;1;1;27191182;18.05.2016;;01.06.2018;09.07.2014;02.03.2018;Interventional;Not Applicable;24;Completed;Hybrid Closed-Loop Hotel Studies With Medtronic PID Controller;2014-07-01T00:00:00Z;2015-05-01T00:00:00Z;2015-05-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;;Stanford;;First Stanford Sample
;133;NCT02852434;1;1;30500336;27.11.2018;;05.06.2019;20.06.2016;16.03.2018;Interventional;Phase 3;72;Completed;Self-administered Lidocaine Gel for Pain-control During Cervical Preparation for Dilation and Evacuation;2016-07-01T00:00:00Z;2017-04-01T00:00:00Z;2017-04-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;138;NCT02605187;1;1;30867278;13.03.2019;;17.09.2018;10.11.2015;20.04.2018;Interventional;Not Applicable;160;Completed;Patient-Driven Analgesic Protocol Selection for Post-Cesarean Pain Management;2015-11-01T00:00:00Z;2017-05-22T00:00:00Z;2017-05-22T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;;Stanford;;First Stanford Sample
;140;NCT01067144;1;1;29238824;01.04.2018;;06.09.2018;09.02.2010;01.06.2018;Interventional;Phase 3;422;Terminated;Stanford Accelerated Recovery Trial (START);2010-05-01T00:00:00Z;2016-07-01T00:00:00Z;2016-07-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2016;;Stanford;;First Stanford Sample
;145;NCT02257970;1;1;30333315;18.10.2018;;15.08.2018;25.08.2014;19.07.2018;Interventional;Phase 4;117;Completed;Lymphedema Study for Arm or Leg Lymphedema;2009-03-01T00:00:00Z;2017-03-01T00:00:00Z;2016-12-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2009;2017;;Stanford;;First Stanford Sample
;146;NCT01802073;1;1;23054338;09.10.2012;;23.08.2018;21.02.2013;20.07.2018;Interventional;Phase 3;34;Completed;Primary Sclerosing Cholangitis With Oral Vancomycin by the Study of Its Antimicrobial and Immunomodulating Effects;2012-01-01T00:00:00Z;2015-08-01T00:00:00Z;2015-08-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2012;2015;;Stanford;;First Stanford Sample
;148;NCT02738203;1;1;30444982;13.11.2018;;04.06.2019;04.04.2016;07.08.2018;Interventional;Phase 3;220;Completed;Self-Administered Lidocaine Gel for Pain Management With IUD Insertion;2016-06-01T00:00:00Z;2017-10-19T00:00:00Z;2017-10-19T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;150;NCT02586415;1;1;29364767;24.01.2018;;13.05.2019;21.10.2015;23.08.2018;Interventional;Not Applicable;182;Terminated;Endovascular Therapy Following Imaging Evaluation for Ischemic Stroke 3;2016-04-01T00:00:00Z;2017-08-23T00:00:00Z;2017-08-23T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2016;2017;;Stanford;;First Stanford Sample
;161;NCT01807598;1;1;31350306;13.08.2019;;09.01.2019;05.03.2013;14.12.2018;Interventional;Phase 2;10;Completed;Brentuximab Vedotin in Treating Patients With Advanced Systemic Mastocytosis or Mast Cell Leukemia;2013-09-01T00:00:00Z;2017-09-01T00:00:00Z;2017-09-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;Stanford University Hospitals and Clinics;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2017;;Stanford;;First Stanford Sample
;162;NCT02303041;1;1;29175429;23.11.2017;;10.01.2019;25.11.2014;18.12.2018;Interventional;Phase 2;10;Terminated;Pilot Study of Sonidegib and Buparlisib in Treating Patients With Advanced or Metastatic Basal Cell Carcinoma;2015-02-01T00:00:00Z;2017-06-01T00:00:00Z;2017-04-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;;Stanford;;First Stanford Sample
;166;NCT01392989;1;1;30951840;03.04.2019;;18.04.2019;21.06.2011;14.03.2019;Interventional;Phase 2;44;Completed;Post T-plant Infusion of Allogeneic Cytokine Induced Killer (CIK) Cells as Consolidative Therapy in Myelodysplastic Syndromes/Myeloproliferative Disorders;2011-03-01T00:00:00Z;2017-03-19T00:00:00Z;2016-06-07T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2017;;Stanford;;First Stanford Sample
;169;NCT03076190;1;1;31087093;01.11.2019;;19.03.2020;06.12.2016;06.06.2019;Interventional;Not Applicable;131;Completed;My Surgical Success: A Randomized Controlled Pilot Study of a Pre-surgical Psychological Intervention;2015-08-01T00:00:00Z;2017-06-01T00:00:00Z;2017-06-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2015;2017;;Stanford;;First Stanford Sample
;173;NCT02047643;1;1;25231116;17.09.2014;;17.12.2019;17.01.2014;02.10.2019;Interventional;Not Applicable;18;Completed;Accelerometer Use in the Prevention of Exercise-Associated Hypoglycemia in Type 1 Diabetes: Outpatient Exercise Protocol;2014-03-12T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2014;;Stanford;;First Stanford Sample
;174;NCT00490529;1;1;32558897;07.09.2020;;08.01.2020;20.06.2007;13.11.2019;Interventional;Phase 2;59;Completed;Phase 1-2 of a CpG-Activated Whole Cell Vaccine Followed by Autologous Immunotransplant for MCL;2009-08-01T00:00:00Z;2017-12-14T00:00:00Z;2017-12-14T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2007;2009;2017;;Stanford;;First Stanford Sample
;175;NCT02266576;1;1;32000738;30.01.2020;;09.12.2019;13.10.2014;09.12.2019;Interventional;Not Applicable;207;Completed;A Patient-Centered Strategy for Improving Diabetes Prevention in Urban American Indians;2015-06-01T00:00:00Z;2017-08-30T00:00:00Z;2017-08-30T00:00:00Z;TRUE;Randomized;Single;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;;Stanford;;First Stanford Sample
;176;NCT02367430;1;1;31910750;08.01.2020;;04.02.2020;13.02.2015;27.01.2020;Interventional;Not Applicable;14;Completed;Critical Time Intervention for Individuals With Hoarding Disorder;2013-01-01T00:00:00Z;2015-07-01T00:00:00Z;2015-07-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2013;2015;;Stanford;;First Stanford Sample
;181;NCT03049280;1;1;31536129;01.11.2019;;15.09.2020;30.01.2017;28.07.2020;Interventional;Not Applicable;33;Completed;Prospective, Multicenter da Vinci?« SPÔäó Surgical System TORS Study;2017-04-17T00:00:00Z;2017-12-26T00:00:00Z;2017-11-14T00:00:00Z;TRUE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2017;2017;2017;;Stanford;;First Stanford Sample
;185;NCT01400269;1;1;29775078;18.05.2018;22 instead of 48 participants;15.02.2022;31.05.2011;NA;Interventional;Not Applicable;48;Completed;An Evaluation of a Developmentally-Based Parent Training Program for Children With Autism;2010-09-01T00:00:00Z;2014-01-01T00:00:00Z;2014-01-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2014;;Stanford;;First Stanford Sample
;191;NCT01919502;1;1;28830483;22.08.2017;;12.05.2014;05.08.2013;NA;Interventional;Not Applicable;51;Completed;Semi-quantitative Pregnancy Test to Monitor hCG Levels After Assisted Fertility Treatment;2013-10-01T00:00:00Z;2014-04-01T00:00:00Z;2014-04-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;"Division of Reproductive Endocrinology and Infertility Stanford University School of Medicine; Dept of Obstetrics and Gynecology, Stanford University, Stanford University School of Medicine";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;;Stanford;;First Stanford Sample
;198;NCT01899378;1;1;26832746;02.02.2016;;13.10.2016;10.07.2013;NA;Interventional;Phase 1;160;Completed;Safety and Efficacy of Probiotics in Bangladeshi Infants;2013-10-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;Stanford University;NA;NA;NA;2013;2013;2014;;Stanford;;First Stanford Sample
;199;NCT03868644;1;1;31361767;30.07.2019;;10.01.2020;06.03.2019;NA;Interventional;Not Applicable;10646;Completed;The Impact of VCT and Condom Distribution as HIV Prevention Strategies Among Youth in Kenya;2009-02-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2019;2009;2014;;Stanford;;First Stanford Sample
;201;NCT00879151;1;1;26506579;02.09.2015;;21.05.2015;07.04.2009;NA;Interventional;Not Applicable;130;Completed;Study of Treatment for Adolescents With Bulimia Nervosa;2009-01-01T00:00:00Z;2014-09-01T00:00:00Z;2014-09-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;;Stanford;;First Stanford Sample
;202;NCT01040897;1;1;33911032;01.05.2021;publication selected since this was the first one to report the primary outcome;19.08.2018;28.12.2009;NA;Interventional;Not Applicable;865;Completed;Addressing Health Literacy and Numeracy to Prevent Childhood Obesity;2010-04-28T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2010;2014;;Stanford;;First Stanford Sample
;212;NCT01516411;1;1;27352250;28.06.2016;95 instead of 130 participants;08.12.2015;19.01.2012;NA;Interventional;Not Applicable;130;Completed;Promoting Healthy Lifestyles Using Mobile Phones;2010-10-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford Prevention Research Center;NA;NA;NA;NA;NA;NA;NA;NA;2012;2010;2014;;Stanford;;First Stanford Sample
;223;NCT01287936;1;1;30497166;23.11.2018;other publication not the primary outcomes;19.12.2016;27.01.2011;NA;Interventional;Phase 1/Phase 2;18;Completed;A Study of Modified Stem Cells in Stable Ischemic Stroke;2011-01-01T00:00:00Z;2015-08-01T00:00:00Z;2015-08-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;;Stanford;;First Stanford Sample
;227;NCT02036658;1;1;26950097;07.03.2016;;16.01.2018;10.01.2014;NA;Interventional;Not Applicable;108;Completed;Emotion Regulation During RCT of CBT vs. MBSR for Social Anxiety Disorder;2011-03-01T00:00:00Z;2015-09-01T00:00:00Z;2015-09-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;Stanford University;NA;NA;NA;2014;2011;2015;;Stanford;;First Stanford Sample
;233;NCT01507948;1;1;28715908;18.07.2017;;19.01.2017;14.12.2011;NA;Interventional;Not Applicable;94;Completed;Brain Imaging of Psychotherapy for Posttraumatic Stress Disorder (PTSD);2010-09-01T00:00:00Z;2016-01-01T00:00:00Z;2016-01-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;Stanford University;NA;NA;NA;2011;2010;2016;;Stanford;;First Stanford Sample
;235;NCT02827630;1;1;28698169;11.07.2017;;05.07.2016;29.06.2016;NA;Interventional;Not Applicable;118;Completed;Proteus Discover in Subjects With Uncontrolled Hypertension and Type 2 Diabetes;2015-05-01T00:00:00Z;2016-01-01T00:00:00Z;2015-11-01T00:00:00Z;FALSE;Randomized;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2015;2016;;Stanford;;First Stanford Sample
;240;NCT02438189;1;1;28100606;18.01.2017;;26.08.2016;01.05.2015;NA;Interventional;Phase 2;33;Completed;Reduction of Nocturnal Hypoglycemia and Hyperglycemia in the Home Using Predictive Algorithms;2015-06-01T00:00:00Z;2016-03-01T00:00:00Z;2016-03-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;NA;NA;NA;Stanford University;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;243;NCT01826591;1;1;29466592;20.02.2018;;06.08.2020;27.03.2013;NA;Interventional;Not Applicable;609;Completed;DIETFITS Study (Diet Intervention Examining the Factors Interacting With Treatment Success;2013-01-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;;Stanford;;First Stanford Sample
;244;NCT02155400;1;1;28800725;11.08.2017;;29.04.2017;27.05.2014;NA;Interventional;Not Applicable;37;Completed;Thermal Compression Device for Maintenance of Perioperative Normothermia;2014-08-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;;Stanford;;First Stanford Sample
;245;NCT02458898;1;1;28343658;23.03.2017;;26.05.2016;21.05.2015;NA;Interventional;Not Applicable;61;Completed;Text Message Intervention to Improve Adherence in Adolescents and Young Adults With Celiac Disease;2015-02-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford Pediatric Gastroenterology;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;255;NCT01523223;1;1;29572391;27.03.2018;;16.03.2019;27.01.2012;NA;Interventional;Phase 1;16;Completed;Donor Peripheral Stem Cell Transplant in Treating Patients With Hematolymphoid Malignancies;2012-01-01T00:00:00Z;2016-10-01T00:00:00Z;2016-09-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;;Stanford;;First Stanford Sample
;262;NCT01642836;1;1;33933181;29.04.2021;;28.04.2021;10.07.2012;NA;Interventional;Not Applicable;241;Completed;Clinic, Family & Community Intervention for Children With Overweight and Obesity (Stanford GOALS);2012-07-13T00:00:00Z;2016-12-19T00:00:00Z;2016-12-19T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;;Stanford;;First Stanford Sample
;263;NCT02606981;1;1;31402005;01.09.2019;;10.05.2017;20.10.2015;NA;Interventional;Not Applicable;1549;Completed;Automatic Chlorination and Child Health in Urban Bangladesh;2015-07-01T00:00:00Z;2016-12-20T00:00:00Z;2016-12-20T00:00:00Z;FALSE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;Stanford University;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;266;NCT02302963;1;1;31095423;16.05.2019;;22.07.2019;24.11.2014;NA;Interventional;Not Applicable;85;Completed;USS Virginia Closed-Loop Versus SAP Therapy for Hypoglycemia Reduction in T1D;2015-06-01T00:00:00Z;2017-01-01T00:00:00Z;2017-01-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;;Stanford;;First Stanford Sample
;272;NCT02171962;1;1;33025243;06.10.2020;;21.03.2017;18.06.2014;NA;Interventional;Not Applicable;178;Completed;Zilver?« PTX?« in China;2014-06-01T00:00:00Z;2017-02-09T00:00:00Z;2015-12-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;NA;NA;NA;NA;NA;Stanford University, CA, USA;NA;NA;NA;2014;2014;2017;;Stanford;;First Stanford Sample
;273;NCT02753101;1;1;28572487;01.06.2017;;01.03.2018;22.04.2016;NA;Interventional;Early Phase 1;24;Completed;[18F]FTC-146 PET/MRI in Healthy Volunteers and in CRPS and Sciatica;2016-02-09T00:00:00Z;2017-02-16T00:00:00Z;2017-02-09T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;278;NCT03037658;1;1;32628030;06.07.2020;;26.04.2017;27.01.2017;NA;Interventional;Not Applicable;450;Completed;Physical Activity Incentives;2013-09-01T00:00:00Z;2017-03-01T00:00:00Z;2017-03-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2017;2013;2017;;Stanford;;First Stanford Sample
;281;NCT02553824;1;1;29038069;14.10.2017;;11.05.2018;21.08.2015;NA;Interventional;Phase 1;22;Completed;FDA Approved Medication to Reduce Binge Eating and/or Purging;2015-10-30T00:00:00Z;2017-04-15T00:00:00Z;2017-02-23T00:00:00Z;FALSE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;;Stanford;;First Stanford Sample
;290;NCT03275662;1;1;34256014;12.97.2021;;11.06.2020;06.09.2017;NA;Interventional;Not Applicable;37;Completed;Fermented and Fiber-rich Food (FeFiFo) Study;2016-08-29T00:00:00Z;2017-06-02T00:00:00Z;2017-06-02T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2017;2016;2017;;Stanford;;First Stanford Sample
;292;NCT01591148;1;1;33079873;01.11.2020;;27.12.2017;01.05.2012;NA;Interventional;Phase 1;30;Completed;A High Resolution Pharmacokinetic/Pharmacodynamic Model of Propofol in Morbidly Obese Subjects;2011-01-01T00:00:00Z;2017-07-01T00:00:00Z;2017-07-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2017;;Stanford;;First Stanford Sample
;295;NCT02442960;1;1;34969665;01.12.2021;;04.11.2020;23.04.2015;NA;Interventional;Phase 1;15;Completed;Evaluating Safety and Efficacy of Herbal Treatment in Ulcerative Colitis;2014-12-01T00:00:00Z;2017-07-26T00:00:00Z;2017-07-26T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2014;2017;;Stanford;;First Stanford Sample
;296;NCT02037022;1;1;29775078;18.05.2018;;21.02.2020;13.01.2014;NA;Interventional;Not Applicable;48;Completed;Pivotal Response Treatment Package for Young Children With Autism;2013-12-04T00:00:00Z;2017-07-28T00:00:00Z;2017-07-28T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2017;;Stanford;;First Stanford Sample
;297;NCT01406808;1;1;28856136;14.08.2017;eCollection 2017;03.10.2017;28.07.2011;NA;Interventional;Not Applicable;100;Completed;Personal Genomics for Preventive Cardiology;2011-08-01T00:00:00Z;2017-08-01T00:00:00Z;2016-10-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2017;;Stanford;;First Stanford Sample
;313;NCT02304848;1;1;32348346;29.04.2020;;07.03.2019;06.08.2014;NA;Interventional;Not Applicable;9;Completed;Effects of Deep Brain Stimulation (DBS) Frequency on Neural Synchrony;2012-10-01T00:00:00Z;2017-11-28T00:00:00Z;2017-11-28T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2012;2017;;Stanford;;First Stanford Sample
;314;NCT02079142;1;1;31693069;01.02.2020;;08.01.2018;03.03.2014;NA;Interventional;Not Applicable;223;Completed;Implementation of Evidence-based Treatments for On-campus Eating Disorders;2012-04-01T00:00:00Z;2017-12-01T00:00:00Z;2017-12-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2012;2017;;Stanford;;First Stanford Sample
;10;NCT01020812;0;;;;;27.06.2016;24.11.2009;05.12.2014;Interventional;Phase 1/Phase 2;11;Terminated;Combination SBRT With TACE for Unresectable Hepatocellular Carcinoma;2009-09-01T00:00:00Z;2014-03-01T00:00:00Z;2014-03-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;;Stanford;;First Stanford Sample
;19;NCT02423447;0;;;;only conference abstract: https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01057030/full;07.12.2015;03.02.2015;13.08.2015;Interventional;Not Applicable;25;Completed;Comparison of the Airway Clearance Efficacy of Electro Flo 5000 and the G5 Flimm-Fighter in Patients With CF;2013-11-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2013;2014;;Stanford;;First Stanford Sample
;20;NCT01506726;0;;;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4863444/ intervention doesn´t fit ;31.08.2016;06.01.2012;26.10.2015;Interventional;Phase 2;11;Terminated;Trial To Evaluate the Efficacy of Oral Salsalate in the Treatment of Older Adults With Unexplained Anemia;2012-03-01T00:00:00Z;2014-11-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;NA;NA;NA;Stanford University;NA;NA;NA;NA;NA;2012;2012;2014;;Stanford;;First Stanford Sample
;23;NCT01413516;0;;;;;04.11.2017;03.08.2011;25.02.2016;Interventional;Phase 2;17;Completed;Varenicline In-Patient Study;2011-08-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;;Stanford;;First Stanford Sample
